,chr,pos,region_x,gene_x,Not_annot,prom_gene,prom_region,promoter,pseudogene,snRNA,tRNA,lnc_RNA,snoRNA,rRNA,miRNA,exon,3'UTR,5'UTR,alternative UTR,intron,num_gene_hit,accunted_for,check
75,NW_022145594.1,3740098,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,NW_022145594.1,4063916,['intron'],['LOC589364'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
77,NW_022145594.1,4140505,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,NW_022145594.1,4275263,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,NW_022145594.1,4289810,['not_annot'],[nan],0,['LOC762511'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80,NW_022145594.1,4312147,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,NW_022145594.1,4312333,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,NW_022145594.1,4362106,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,NW_022145594.1,4448131,"[""3'UTR""]",['LOC105444872'],0,['LOC105439812'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
84,NW_022145594.1,4625915,['intron'],['LOC582585'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
85,NW_022145594.1,4686251,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,NW_022145594.1,4695977,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,NW_022145594.1,4697506,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,NW_022145594.1,4730506,['intron'],['LOC100890539'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
89,NW_022145594.1,4746311,['intron'],['LOC100890539'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
90,NW_022145594.1,4747730,['intron'],['LOC100890539'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
91,NW_022145594.1,4768367,"[""3'UTR""]",['LOC115918413'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
92,NW_022145594.1,5468273,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,NW_022145594.1,5506144,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,NW_022145594.1,6571585,"[""3'UTR""]",['LOC589058'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
95,NW_022145594.1,6650566,['intron'],['LOC581667'],0,['LOC105441522'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
96,NW_022145594.1,6650868,['intron'],['LOC581667'],0,['LOC105441522'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
97,NW_022145594.1,6871336,['intron'],['LOC105444020'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
98,NW_022145594.1,7839417,['intron'],['LOC105437429'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
99,NW_022145594.1,8398413,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,NW_022145594.1,8580431,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,NW_022145594.1,8607062,['intron'],['LOC587814'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
102,NW_022145594.1,8613016,['intron'],['LOC587814'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
103,NW_022145594.1,8651497,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,NW_022145594.1,8659474,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,NW_022145594.1,8670128,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,NW_022145594.1,8687823,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,NW_022145594.1,8764091,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,NW_022145594.1,8781257,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,NW_022145594.1,8787211,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,NW_022145594.1,8822165,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,NW_022145594.1,8836102,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,NW_022145594.1,8960933,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,NW_022145594.1,8988212,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,NW_022145594.1,9026440,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,NW_022145594.1,9183918,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,NW_022145594.1,9184091,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,NW_022145594.1,9189154,['intron'],['LOC100888693'],0,['LOC115920892'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
118,NW_022145594.1,9200157,['intron'],['LOC100888693'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
119,NW_022145594.1,9243733,['intron'],['LOC590852'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
120,NW_022145594.1,9510680,['intron'],['LOC100893288'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
121,NW_022145594.1,9659204,"[""5'UTR""]",['LOC105446467'],0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
122,NW_022145594.1,9673374,['exon'],['LOC577981'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
123,NW_022145594.1,9773503,['not_annot'],[nan],0,['LOC105446948'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
124,NW_022145594.1,9773533,['not_annot'],[nan],0,['LOC105446948'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
125,NW_022145594.1,9779239,['intron'],['LOC105446948'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
126,NW_022145594.1,9940775,['not_annot'],[nan],0,['LOC105439745'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
127,NW_022145594.1,9963364,['intron'],['LOC593496'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
128,NW_022145594.1,9963368,['intron'],['LOC593496'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
129,NW_022145594.1,9964034,['intron'],['LOC593496'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
130,NW_022145594.1,9967375,['intron'],['LOC593496'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
131,NW_022145594.1,10052671,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,NW_022145594.1,10107463,['exon'],['LOC583692'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
133,NW_022145594.1,10108714,['intron'],['LOC583692'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
134,NW_022145594.1,10159420,['intron'],['LOC576303'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
135,NW_022145594.1,10161598,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,NW_022145594.1,11161083,['not_annot'],[nan],0,['LOC100891773'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
137,NW_022145594.1,11164114,['not_annot'],[nan],0,['LOC100891773'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
138,NW_022145594.1,11279741,['intron'],['LOC586844'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
139,NW_022145594.1,11406369,"['pseudogene', 'pseudogene']","[nan, nan]",0,,,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
140,NW_022145594.1,11408770,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,NW_022145594.1,11464113,['exon'],['LOC764665'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
142,NW_022145594.1,11485833,['intron'],['LOC764665'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
143,NW_022145594.1,11887273,['exon'],['LOC100893693'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
144,NW_022145594.1,11898549,['exon'],['LOC100888144'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
145,NW_022145594.1,11924809,['intron'],['LOC105443331'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
146,NW_022145594.1,12072825,['intron'],['LOC584796'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
147,NW_022145594.1,12072905,['intron'],['LOC584796'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
148,NW_022145594.1,12072909,['intron'],['LOC584796'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
149,NW_022145594.1,12122303,['not_annot'],[nan],0,['LOC115921244'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
150,NW_022145594.1,12161015,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,NW_022145594.1,12165389,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,NW_022145594.1,12165408,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,NW_022145594.1,12165480,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,NW_022145594.1,12168224,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,NW_022145594.1,12189223,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,NW_022145594.1,12190735,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,NW_022145594.1,12192455,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,NW_022145594.1,12219747,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,NW_022145594.1,12220287,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,NW_022145594.1,13846488,['lnc_RNA'],['105441777'],0,,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
161,NW_022145594.1,17028676,['exon'],['LOC100889018'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
162,NW_022145594.1,17029121,['exon'],['LOC100889018'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
163,NW_022145594.1,17038692,['exon'],['LOC100888945'],0,['LOC100889018'],['protein_coding'],1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
164,NW_022145594.1,17109127,['exon'],['LOC593886'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
165,NW_022145594.1,17254620,['exon'],['LOC582560'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
166,NW_022145594.1,17254649,['exon'],['LOC582560'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
167,NW_022145594.1,17267345,['intron'],['LOC582560'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
168,NW_022145594.1,17526619,"[""3'UTR""]",['LOC763325'],0,['LOC115921260'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
169,NW_022145594.1,17788703,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,NW_022145594.1,18032278,['not_annot'],[nan],0,['LOC578497'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
171,NW_022145594.1,19062533,['not_annot'],[nan],0,['LOC115917941'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
172,NW_022145594.1,19063044,['not_annot'],[nan],0,['LOC115917941'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
173,NW_022145594.1,19065194,['intron'],['LOC115917941'],0,['LOC105437517'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
174,NW_022145594.1,19066640,"[""3'UTR""]",['LOC115917941'],0,['LOC105437517'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
175,NW_022145594.1,19102225,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,NW_022145594.1,19103257,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,NW_022145594.1,19105064,['intron'],['LOC115921266'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
178,NW_022145594.1,19105114,['intron'],['LOC115921266'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
179,NW_022145594.1,19106746,['intron'],['LOC115921266'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
180,NW_022145594.1,19109566,['intron'],['LOC115921266'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
181,NW_022145594.1,19109944,['intron'],['LOC115921266'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
182,NW_022145594.1,19110038,['intron'],['LOC115921266'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
183,NW_022145594.1,19120622,['intron'],['LOC581216'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
184,NW_022145594.1,19129551,['exon'],['LOC581216'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
185,NW_022145594.1,19145878,"[""3'UTR""]",['LOC581266'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
186,NW_022145594.1,19147490,"[""3'UTR""]",['LOC581266'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
187,NW_022145594.1,23602322,['intron'],['LOC579886'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
188,NW_022145594.1,26913153,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,NW_022145594.1,27122223,['exon'],['LOC105441737'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
190,NW_022145594.1,27165331,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,NW_022145594.1,27208994,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,NW_022145594.1,27209379,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,NW_022145594.1,27209391,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,NW_022145594.1,27245111,['lnc_RNA'],['115921013'],0,,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
195,NW_022145594.1,27253063,['intron'],['LOC105442103'],0,['LOC105444931'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
196,NW_022145594.1,27256022,['exon'],['LOC105444931'],0,['LOC105442103'],['protein_coding'],1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
